,function_value,cost,info,colsample_bylevel,colsample_bytree,eta,max_depth,min_child_weight,reg_alpha,reg_lambda,subsample_per_it
815,0.03960396039603964,0.24727964401245117,"{'train_loss': 0.042508710801393734, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.18298894969913335,0.5383706770879336,0.008246072056800391,5,3.4031108588580006,1.9019608855727055,0.011904809626302288,0.8946148898417657
816,0.028288543140028266,0.4525179862976074,"{'train_loss': 0.02857142857142858, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.34853330793942794,0.5550737634177835,0.0027912762297515317,11,1.5017124483444524,2.1043990608365775,0.002409785174053321,0.850970803204626
817,0.06082036775106081,0.21557831764221191,"{'train_loss': 0.05644599303135889, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.1531517436297158,0.6193223004035112,0.8195098059682093,10,12.050359634546432,0.12288833707864241,0.009320570488767665,0.41611356592083537
818,0.11315417256011318,0.24460768699645996,"{'train_loss': 0.11567944250871076, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.7196031060049123,0.40169178954487333,0.003064192563595674,4,1.0047556270501912,16.86229172755904,107.49396353936316,0.23143947182137195
819,0.09335219236209336,0.48865294456481934,"{'train_loss': 0.09825783972125435, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.7023145474598461,0.7740012975913038,0.15097215709293887,14,31.055809682826215,0.996730669948649,705.3179967952309,0.6443266474072211
820,0.074964639321075,0.24291253089904785,"{'train_loss': 0.06341463414634141, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.6916123447694296,0.2586911515158928,0.4688641620249118,4,36.087185899464004,0.65513549593172,34.3466791517534,0.996673015115511
821,0.3677510608203678,0.15372180938720703,"{'train_loss': 0.37351916376306615, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.2608620741414367,0.6592031602243323,0.3755693296631303,12,112.4575860571908,1.9937118205210116,51.69997657734196,0.8233042343822035
822,0.09335219236209336,0.4184534549713135,"{'train_loss': 0.09825783972125435, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.6954365204071747,0.9607931767378179,0.0035024269391194566,3,24.970490370566306,0.0013845223223170294,0.0014676132480882223,0.7673895423805095
823,0.4724186704384724,0.14066457748413086,"{'train_loss': 0.4766550522648083, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.23502456550679007,0.013519212859781783,0.005041557933008529,2,11.000651641155399,1.5424383075013008,180.11363975605528,0.4479957278279494
824,0.032531824611032545,0.431476354598999,"{'train_loss': 0.0383275261324042, 'fidelity': {'dataset_fraction': 1.0, 'n_estimators': 100}}",0.4304026247720263,0.726127433950363,0.0011091162982867738,11,1.4293539554445247,0.006169166147479351,12.320520607205587,0.46555444325339235
