,dataset,algorithm,random_state,process_time,training time (s),target_noise,feature_noise,model_size,mse_train,mae_train,r2_train,mse_test,mae_test,r2_test
304,1096_FacultySalaries,SHM-GP,22118,11894.010736165,11899.593121528625,0.0,0.0,109,0.06457829991130512,0.1846014013726172,0.996207425575333,0.8208445642020872,0.5423223554068031,0.9730843497294672
305,1096_FacultySalaries,SHM-GP,23654,10304.66354418,10375.769155740738,0.0,0.0,54,0.009322239318755757,0.05318763770308688,0.9996100890383479,0.0016098934418378869,0.03268960705882106,0.9998632749175308
306,1096_FacultySalaries,SHM-GP,29802,10366.509789189,10472.470254659653,0.0,0.0,66,0.24636978312099747,0.2827708424260109,0.9903556508238913,0.35341875640971454,0.3981887480267742,0.9531216112847216
307,1096_FacultySalaries,SHM-GP,5390,10285.315119505,10366.87361741066,0.0,0.0,29,0.004188932700292872,0.027245218894812816,0.9998126793688574,32.49385793253475,1.9181062638155322,-1.0863112034406854
308,1096_FacultySalaries,SHM-GP,6265,10741.232817125001,10783.421609401703,0.0,0.0,42,0.2253514180308357,0.3190146745402992,0.9893581081387927,0.6939722625701018,0.5132345922339971,0.9648913022808789
309,1096_FacultySalaries,SHM-GP,860,10541.106403229,10708.390501737595,0.0,0.0,101,0.10343037344952637,0.25237577372910597,0.9955000920373822,0.5859851047056074,0.5645826864197588,0.9606634008852881
360,1191_BNG_pbc,SHM-GP,11284,27052.178315209,27098.76387476921,0.0,0.0,41,810189.7288199612,711.1979682599988,0.3292124299868775,818845.544915842,715.3503763467289,0.3277959482920455
361,1191_BNG_pbc,SHM-GP,11964,26939.262022666,27004.958657979965,0.0,0.0,50,829857.641227494,718.07610965618,0.33548173184921914,816620.3293111471,715.4715371787269,0.33123220240477835
362,1191_BNG_pbc,SHM-GP,15795,33106.699851673,33180.79469513893,0.0,0.0,70,803672.0157165304,703.518337945161,0.3536095562683226,808986.9231824665,707.1104552357481,0.33554333174518414
363,1191_BNG_pbc,SHM-GP,21575,27107.557558111002,27163.881102323532,0.0,0.0,70,814579.8606599229,709.3513796828345,0.3402104473018108,811615.8983099785,710.7150382182492,0.33495164761523444
364,1191_BNG_pbc,SHM-GP,22118,28168.188383175,28237.87577676773,0.0,0.0,49,820903.366253076,715.7058574348741,0.3335950054543183,808197.9719723476,712.4865430648381,0.33595915729051373
365,1191_BNG_pbc,SHM-GP,23654,28484.999458682,28551.262679576874,0.0,0.0,51,789057.1773706384,703.646639570425,0.35229145380593385,807240.4602344251,707.7048820616401,0.33704311167655454
366,1191_BNG_pbc,SHM-GP,29802,29764.206105227,29830.60149693489,0.0,0.0,89,803801.9456444139,702.0633416746657,0.34144880626656327,809899.1613110407,708.9740212914838,0.333106498956967
367,1191_BNG_pbc,SHM-GP,5390,27276.183416705,27333.277131557465,0.0,0.0,49,793824.3077722563,704.2483600761096,0.33835342029269966,811095.2473657606,711.4051846302125,0.3315026216526168
368,1191_BNG_pbc,SHM-GP,6265,27368.172832614,27430.52042579651,0.0,0.0,57,809906.1327070714,707.5532576028531,0.3250631075995428,813324.7266665512,710.1930754579673,0.331950507747102
369,1191_BNG_pbc,SHM-GP,860,28006.134884083,28035.06440639496,0.0,0.0,48,812989.3058312933,710.4251732596973,0.3213016580408371,817834.3126920426,711.3793296319324,0.33127456014888357
420,1193_BNG_lowbwt,SHM-GP,11284,26739.639967387,26808.0619058609,0.0,0.0,60,218228.63983561387,376.52781206034746,0.5847488474312235,214890.1774981223,377.95170786845836,0.596734518339249
421,1193_BNG_lowbwt,SHM-GP,11964,28717.231934089003,28886.817979812622,0.0,0.0,71,212753.76403122875,368.3587610033871,0.5947696613220004,212482.9020769912,370.13771209756317,0.5925223333791745
422,1193_BNG_lowbwt,SHM-GP,15795,27678.005301376998,27717.394372701645,0.0,0.0,72,208767.26184031492,367.2626503642924,0.6009715391766484,217432.0817768652,374.64514787057,0.5914306515004908
423,1193_BNG_lowbwt,SHM-GP,21575,27288.425771799997,27446.15536260605,0.0,0.0,51,210930.78865731336,373.40198427000644,0.5976010219177753,210215.54801264332,369.39509493905484,0.5918838533834105
424,1193_BNG_lowbwt,SHM-GP,22118,27194.882087881,27250.688357830048,0.0,0.0,62,207804.5385058537,367.67074692517065,0.6076852690018966,215864.04073850779,373.9338286371782,0.5922434503381332
425,1193_BNG_lowbwt,SHM-GP,23654,28058.384356115002,28197.773442029953,0.0,0.0,105,215036.8596752226,371.50319452221726,0.5944610596584088,214810.21581041935,372.8252314309724,0.5934736168995991
426,1193_BNG_lowbwt,SHM-GP,29802,27445.918780471,27472.571429491043,0.0,0.0,57,211086.71808264405,369.2916694184616,0.5985061038571955,214691.1378357966,373.5738097866854,0.5933018342975228
427,1193_BNG_lowbwt,SHM-GP,5390,27634.928726479,27785.44761300087,0.0,0.0,73,212665.4245185069,369.22845302380335,0.5936895724081238,211062.79289300233,369.3408701058859,0.5973664924873671
428,1193_BNG_lowbwt,SHM-GP,6265,27468.768367462002,27600.999099969864,0.0,0.0,52,209142.74473612208,369.270858553141,0.6023312634269642,215256.06170771303,373.8842925003487,0.5867591946120415
429,1193_BNG_lowbwt,SHM-GP,860,26673.144977353,27171.710642814636,0.0,0.0,77,217257.30584055177,376.5026211131448,0.5958265949498844,211435.33029176868,370.75121458873275,0.5930132055035858
480,1196_BNG_pharynx,SHM-GP,11284,27771.655012031,27816.71338915825,0.0,0.0,46,91775.36148440247,226.71604713965002,0.47635948530811645,90934.28370883413,224.5060787561662,0.47762439054585426
481,1196_BNG_pharynx,SHM-GP,11964,27495.153465047002,27519.17623090744,0.0,0.0,47,90077.85791779168,225.24617430140282,0.4735046991847881,92293.65720944658,227.3990703286821,0.4725877194306536
482,1196_BNG_pharynx,SHM-GP,15795,27875.814492401,27900.153185606003,0.0,0.0,47,92793.88721753295,229.50355551405852,0.47391110272831927,92675.35906096103,228.81934922566734,0.4705621355886209
483,1196_BNG_pharynx,SHM-GP,21575,27445.319343643,27491.23121237755,0.0,0.0,57,91167.05772780222,225.59526269604095,0.4729304250640134,91400.80921601519,226.31714605522168,0.4753166735857207
484,1196_BNG_pharynx,SHM-GP,22118,33052.365777954,33086.0051112175,0.0,0.0,53,91255.84932413835,226.86050599266915,0.47432207234970436,93091.7862748457,228.35375084296936,0.46858713672509344
485,1196_BNG_pharynx,SHM-GP,23654,31729.530937397998,31753.976457357407,0.0,0.0,88,86998.21358643349,221.3347015733839,0.49350376525274775,91167.1568824979,224.82695837763325,0.47535325352831537
486,1196_BNG_pharynx,SHM-GP,29802,27788.418638424002,27829.99371933937,0.0,0.0,67,89628.54401762104,222.6155304522837,0.4777242448724929,91412.77731629208,225.12429057126087,0.4760888658384732
487,1196_BNG_pharynx,SHM-GP,5390,27358.816522004,27393.751034498215,0.0,0.0,53,87977.91404802192,220.45732104411735,0.4982017550247536,92647.15391373422,225.402213701253,0.47157713882429986
488,1196_BNG_pharynx,SHM-GP,6265,27799.607648166,27831.24454021454,0.0,0.0,91,92268.46885807715,226.77203928273173,0.45707556485056233,91952.53414808882,226.87972898226135,0.4732526685687224
489,1196_BNG_pharynx,SHM-GP,860,27483.166412549,27525.109253644943,0.0,0.0,43,91637.95939816641,227.54759383544433,0.4714172763113538,92121.77966186922,227.76833082662284,0.4726309613301174
540,1199_BNG_echoMonths,SHM-GP,11284,25968.472946394002,26226.752754688263,0.0,0.0,40,137.20231888058055,9.228827384954325,0.4440513007032939,137.25259454627098,9.167462075284082,0.4471368834265841
541,1199_BNG_echoMonths,SHM-GP,11964,26862.040054244,27047.098449230194,0.0,0.0,52,135.07489238847393,9.181689686524098,0.45222135656443163,138.53467784739996,9.209183847392236,0.44711641547723824
542,1199_BNG_echoMonths,SHM-GP,15795,26072.38877674,26126.46975660324,0.0,0.0,63,137.84712355991684,9.187921425722132,0.44976397660078427,136.78312375901882,9.061953067813095,0.4498942049158644
