,dataset,algorithm,random_state,process_time,training time (s),target_noise,feature_noise,model_size,mse_train,mae_train,r2_train,mse_test,mae_test,r2_test
533,1196_BNG_pharynx,PSTree,21575,2600.877297843,2602.0552451610565,0.0,0.0,689,89288.79604756401,223.9811355264119,0.4837893318895191,89954.90491849696,224.8572773828593,0.48361683944864653
534,1196_BNG_pharynx,PSTree,22118,2634.202882217,2634.2460548877716,0.0,0.0,695,89176.28299837252,225.18936173015172,0.48630138243926324,90799.25535558573,226.5021153599675,0.4816740101078141
535,1196_BNG_pharynx,PSTree,23654,2549.640634067,2549.873534679413,0.0,0.0,509,86131.84297746819,220.10569895310638,0.49854770159634454,90282.84032422742,223.72249930748106,0.48044229898078705
536,1196_BNG_pharynx,PSTree,29802,2512.153637543,2512.054260492325,0.0,0.0,723,87340.03929936046,219.61037083827267,0.49105962304852824,89642.77107479001,222.18233652226155,0.48623324613937746
537,1196_BNG_pharynx,PSTree,5390,2534.337893465,2534.4370675086975,0.0,0.0,609,85589.87083535352,217.2928333174352,0.5118223995468318,89914.86412715363,222.35868428272903,0.4871610431925919
538,1196_BNG_pharynx,PSTree,6265,2373.789209789,2375.3359365463257,0.0,0.0,651,90806.78969964775,225.72423827078575,0.465676350593313,90025.27075168601,225.49244037425956,0.4842929390781292
539,1196_BNG_pharynx,PSTree,860,2599.712289005,2599.919555902481,0.0,0.0,854,88476.88944528221,222.5886177366173,0.4896508443266112,90293.00658911825,224.80103747366988,0.4831001283486227
590,1199_BNG_echoMonths,PSTree,11284,2350.1883678000004,2352.1357662677765,0.0,0.0,691,137.06438701577758,9.216049838303345,0.44461020554873987,136.9490491028031,9.135288013284866,0.448359585849457
591,1199_BNG_echoMonths,PSTree,11964,2330.393331706,2330.616265296936,0.0,0.0,785,134.6904850286916,9.106033692782047,0.4537802705738734,139.41869450915547,9.186704066556759,0.44358835803830865
592,1199_BNG_echoMonths,PSTree,15795,2461.983805954,2461.863358259201,0.0,0.0,830,135.46628123878358,9.13814887239501,0.4592674408537144,137.5523243346843,9.137617384236997,0.4468006822456182
593,1199_BNG_echoMonths,PSTree,21575,2377.089232116,2377.2197670936584,0.0,0.0,339,136.64649014193137,9.137400482942901,0.4543212583485835,140.7195543354093,9.286269981184576,0.44078739262754485
594,1199_BNG_echoMonths,PSTree,22118,2507.061066392,2513.1413774490356,0.0,0.0,681,138.54539379117344,9.234471684665731,0.44026028472595147,141.0060118806673,9.281885464432188,0.44245967414757004
